1013,3,40,20,30,0,10,1700,1800
1013,4,50,20,20,0,10,1745,1845
1013,5,60,20,10,0,10,1830,1930
1013,6,66,14,10,0,10,1845,1945
1013,7,74,16,10,0,0,1845,1945
1013,8,66,14,10,0,10,1800,1900
1013,9,60,20,10,0,10,1730,1830
1013,10,40,20,20,0,20,1630,1730
1013,11,30,20,20,0,30,1545,1645
1013,12,20,10,30,20,20,1545,1645
1093,1,22,17,22,9,30,1530,1630
1093,2,24,17,26,6,27,1630,1730
1093,3,26,16,28,7,23,1730,1830
1093,4,35,19,30,0,16,1900,2000
1093,5,46,19,25,0,10,2000,2100
1093,6,57,17,18,0,8,2030,2130
1093,7,65,16,15,0,4,2030,2130
1093,8,62,12,20,0,6,1930,2030
1093,9,52,11,27,0,10,1830,1930
1093,10,34,14,42,0,10,1700,1800
1093,11,19,13,39,7,22,1530,1630
1093,12,20,16,25,9,30,1530,1630
1122,1,10,5,30,35,20,1500,1600
1122,2,10,5,35,30,20,1530,1630
1122,3,15,5,40,15,25,1600,1700
1122,4,25,15,35,5,20,1700,1800
1122,5,35,20,30,0,15,1800,1900
1122,6,40,25,15,0,20,1900,2000
1122,7,50,20,15,0,15,1900,2000
1122,8,35,20,20,0,25,1800,1900
1122,9,25,20,30,0,25,1700,1800
1122,10,15,10,40,0,35,1600,1700
1122,11,10,10,30,30,20,1530,1630
1122,12,10,10,25,35,20,1500,1600
1148,1,10,10,10,35,35,1500,1530
1148,2,20,10,10,30,30,1545,1630
1148,3,35,15,20,15,15,1645,1715
1148,4,40,20,30,0,10,1830,1915
1148,5,35,15,40,0,10,1930,2000
1148,6,35,15,45,0,5,2000,2045
1148,7,30,15,50,0,5,1945,2030
1148,8,35,25,35,0,5,1900,1945
1148,9,40,20,30,0,10,1745,1830
1148,10,25,10,35,10,20,1645,1730
1148,11,25,10,15,25,25,1445,1530
1148,12,10,5,10,40,35,1415,1500
1180,1,25,10,45,0,20,1745,1830
1180,2,30,10,45,0,15,1815,1900
1180,3,55,15,20,0,10,1900,1945
1180,4,60,10,30,0,0,2000,2100
1180,5,75,15,10,0,0,2030,2130
1180,6,80,20,0,0,0,2100,2200
1180,7,85,15,0,0,0,2100,2200
1180,8,85,15,0,0,0,2045,2130
1180,9,60,10,30,0,0,2000,2030
1180,10,40,10,40,0,10,1845,1930
1180,11,25,10,50,0,15,1730,1830
1180,12,30,10,45,0,15,1715,1830
1209,1,10,10,10,35,35,1500,1530
1209,2,20,10,10,30,30,1545,1630
1209,3,35,15,30,5,15,1645,1715
1209,4,45,25,20,0,10,1830,1915
1209,5,50,15,25,0,10,1930,2000
1209,6,55,15,20,0,10,2000,2045
1209,7,65,15,10,0,10,1945,2030
1209,8,65,15,10,0,10,1900,1945
1209,9,45,15,25,0,15,1745,1830
1209,10,30,10,40,0,20,1645,1730
1209,11,25,10,15,5,45,1445,1530
1209,12,10,5,10,30,45,1415,1500
1246,1,15,13,45,8,19,1530,1630
1246,2,15,18,36,10,21,1630,1730
1246,3,15,20,37,3,25,1715,1815
1246,4,21,17,37,0,25,1930,2030
1246,5,40,25,25,0,10,2030,2130
1246,6,45,25,15,0,15,2100,2200
1246,7,50,26,14,0,10,2045,2145
1246,8,41,21,23,0,15,1945,2045
1246,9,32,21,33,0,14,1830,1930
1246,10,28,20,35,0,17,1730,1830
1246,11,15,25,33,2,25,1515,1615
1246,12,10,15,37,8,30,1445,1545
1281,1,5,15,35,15,30,1630,1730
1281,2,10,20,30,15,25,1700,1800
1281,3,20,20,35,0,25,1730,1830
1281,4,45,15,25,0,15,1900,2000
1281,5,55,15,25,0,5,1930,2030
1281,6,75,20,5,0,0,1945,2045
1281,7,85,15,0,0,0,2000,2100
1281,8,90,10,0,0,0,1930,2030
1281,9,50,20,20,0,10,1830,1930
1281,10,15,20,45,0,20,1745,1845
1281,11,10,15,40,0,35,1615,1715
1281,12,10,15,35,15,25,1600,1700
1407,1,10,5,30,35,20,1400,1500
1407,2,10,5,35,30,20,1500,1600
1407,3,15,5,40,15,25,1600,1700
1407,4,25,15,35,5,20,1830,1930
1407,5,35,20,30,0,15,1930,2030
1407,6,40,25,15,0,20,2100,2200
1407,7,50,20,15,0,15,2100,2200
1407,8,35,20,20,0,25,2000,2100
1407,9,25,20,30,0,25,1900,2000
1407,10,15,10,35,5,35,1730,1830
1407,11,10,10,30,30,20,1500,1600
1407,12,10,10,25,35,20,1400,1500
1429,1,10,15,16,39,20,1500,1600
1429,2,10,15,25,30,20,1530,1630
1429,3,25,15,25,10,25,1600,1700
1429,4,30,20,25,5,20,1700,1800
1429,5,30,25,25,0,20,1800,1900
1429,6,30,25,25,0,20,1900,2000
1429,7,35,25,25,0,15,1900,2000
1429,8,30,25,30,0,15,1800,1900
1429,9,35,20,25,0,20,1700,1800
1429,10,35,35,15,0,15,1600,1700
1429,11,25,35,15,0,25,1530,1630
1429,12,20,25,15,10,30,1500,1600
1454,1,20,30,30,10,10,1500,1530
1454,2,20,40,30,0,10,1545,1615
1454,3,30,30,30,0,10,1630,1730
1454,4,50,20,20,0,10,1745,1830
1454,5,60,20,20,0,0,1815,1945
1454,6,70,20,10,0,0,1830,1945
1454,7,80,20,0,0,0,1830,1945
1454,8,80,20,0,0,0,1800,1930
1454,9,70,20,10,0,0,1715,1800
1454,10,50,30,20,0,0,1630,1700
1454,11,40,40,20,0,0,1530,1615
1454,12,20,30,30,10,10,1500,1545
1495,1,80,0,0,0,20,1600,1900
1495,2,80,0,0,0,20,1600,1900
1495,3,80,0,0,0,20,1600,1900
1495,4,80,0,0,0,20,1600,1900
1495,5,80,0,0,0,20,1600,1900
1495,6,80,0,0,0,20,1600,1900
1495,7,80,0,0,0,20,1600,1900
1495,8,80,0,0,0,20,1600,1900
1495,9,80,0,0,0,20,1600,1900
1495,10,80,0,0,0,20,1600,1900
1495,11,80,0,0,0,20,1600,1900
1495,12,80,0,0,0,20,1600,1900
1496,1,0,20,40,40,0,2200,2300
1496,2,25,20,55,0,0,2230,2330
1496,3,40,25,15,0,20,2300,0
1496,4,55,10,20,0,15,0,100
1496,5,70,10,20,0,0,100,200
1496,6,90,5,5,0,0,200,300
1496,7,90,10,0,0,0,200,300
1496,8,95,5,0,0,0,100,200
1496,9,80,5,10,0,5,0,100
1496,10,60,10,15,5,10,2300,0
1496,11,30,30,25,10,5,2230,2330
1496,12,0,30,30,35,5,2200,2300
1583,1,80,0,0,0,20,1600,1900
1583,2,80,0,0,0,20,1600,1900
1583,3,80,0,0,0,20,1600,1900
1583,4,80,0,0,0,20,1600,1900
1583,5,80,0,0,0,20,1600,1900
1583,6,80,0,0,0,20,1600,1900
1583,7,80,0,0,0,20,1600,1900
1583,8,80,0,0,0,20,1600,1900
1583,9,80,0,0,0,20,1600,1900
1583,10,80,0,0,0,20,1600,1900
1583,11,80,0,0,0,20,1600,1900
1583,12,80,0,0,0,20,1600,1900
1605,1,80,0,10,0,10,1000,1115
1605,2,80,0,10,0,10,930,1045
1605,3,70,10,10,0,10,900,1015
1605,4,70,10,10,0,10,800,900
1605,5,60,10,20,0,10,730,830
1605,6,50,20,20,0,10,700,800
1605,7,50,20,20,0,10,700,815
1605,8,50,20,20,0,10,730,830
1605,9,60,10,20,0,10,800,900
1605,10,60,10,20,0,10,900,1000
1605,11,60,10,20,0,10,930,1030
1605,12,80,0,10,0,10,1000,1115
1621,1,70,0,0,15,15,930,1030
1621,2,70,0,0,15,15,1000,1100
1621,3,65,15,10,0,10,1030,1130
1621,4,65,15,10,0,10,1100,1200
1621,5,40,25,20,0,15,1130,1230
1621,6,40,25,20,0,15,1200,1300
1621,7,5,15,70,0,10,1200,1300
1621,8,5,15,70,0,10,1130,1230
1621,9,40,25,20,0,15,1045,1145
1621,10,65,15,10,0,10,1000,1100
1621,11,65,15,10,0,10,930,1030
1621,12,70,0,0,15,15,915,1015
1625,1,70,0,0,15,15,1515,1545
1625,2,70,0,0,15,15,1500,1600
1625,3,65,15,10,0,10,1530,1630
1625,4,65,15,10,0,10,1545,1645
1625,5,40,25,20,0,15,1600,1700
1625,6,40,25,20,0,15,1615,1715
1625,7,5,15,70,0,10,1615,1715
1625,8,5,15,70,0,10,1600,1700
1625,9,40,25,20,0,15,1530,1630
1625,10,65,15,10,0,10,1500,1600
1625,11,65,15,10,0,10,1430,1530
1625,12,70,0,0,15,15,1430,1530
1637,1,70,0,0,15,15,930,1030
1637,2,70,0,0,15,15,1000,1100
1637,3,65,15,10,0,10,1030,1130
1637,4,65,15,10,0,10,1100,1200
1637,5,40,25,20,0,15,1130,1230
1637,6,40,25,20,0,15,1200,1300
1637,7,5,15,70,0,10,1200,1300
1637,8,5,15,70,0,10,1130,1230
1637,9,40,25,20,0,15,1045,1145
1637,10,65,15,10,0,10,1000,1100
1637,11,65,15,10,0,10,930,1030
1637,12,70,0,0,15,15,915,1015
1644,1,70,10,10,0,10,1415,1515
1644,2,75,10,10,0,5,1430,1530
1644,3,80,10,5,0,5,1500,1600
1644,4,80,15,0,0,5,1515,1615
1644,5,85,15,0,0,0,1530,1630
1644,6,90,10,0,0,0,1545,1645
1644,7,90,10,0,0,0,1545,1645
1644,8,85,15,0,0,0,1530,1630
1644,9,80,15,0,0,5,1500,1600
1644,10,80,10,5,0,5,1430,1530
1644,11,75,10,10,0,5,1400,1500
1644,12,70,10,10,0,10,1400,1500
1652,1,80,0,0,0,20,1600,1900
1652,2,80,0,0,0,20,1600,1900
1652,3,80,0,0,0,20,1600,1900
1652,4,80,0,0,0,20,1600,1900
1652,5,80,0,0,0,20,1600,1900
1652,6,80,0,0,0,20,1600,1900
1652,7,80,0,0,0,20,1600,1900
1652,8,80,0,0,0,20,1600,1900
1652,9,80,0,0,0,20,1600,1900
1652,10,80,0,0,0,20,1600,1900
1652,11,80,0,0,0,20,1600,1900
1652,12,80,0,0,0,20,1600,1900
1777,1,65,15,10,0,10,2345,45
1777,2,60,25,10,0,5,2315,15
1777,3,60,25,10,0,5,2245,2345
1777,4,55,20,15,0,10,2200,2300
1777,5,45,10,15,0,30,2130,2230
1777,6,45,5,20,0,30,2115,2215
1777,7,35,15,10,0,40,2130,2230
1777,8,40,15,20,0,25,2145,2245
1777,9,55,10,25,0,10,2215,2300
1777,10,55,25,10,0,10,2230,2330
1777,11,65,15,10,0,10,2300,15
1777,12,80,5,10,0,5,2330,45
1826,1,80,0,0,0,20,1600,1900
1826,2,80,0,0,0,20,1600,1900
1826,3,80,0,0,0,20,1600,1900
1826,4,80,0,0,0,20,1600,1900
1826,5,80,0,0,0,20,1600,1900
1826,6,80,0,0,0,20,1600,1900
1826,7,80,0,0,0,20,1600,1900
1826,8,80,0,0,0,20,1600,1900
1826,9,80,0,0,0,20,1600,1900
1826,10,80,0,0,0,20,1600,1900
1826,11,80,0,0,0,20,1600,1900
1826,12,80,0,0,0,20,1600,1900
1827,1,80,0,0,0,20,1600,1900
1827,2,80,0,0,0,20,1600,1900
1827,3,80,0,0,0,20,1600,1900
1827,4,80,0,0,0,20,1600,1900
1827,5,80,0,0,0,20,1600,1900
1827,6,80,0,0,0,20,1600,1900
1827,7,80,0,0,0,20,1600,1900
1827,8,80,0,0,0,20,1600,1900
1827,9,80,0,0,0,20,1600,1900
1827,10,80,0,0,0,20,1600,1900
1827,11,80,0,0,0,20,1600,1900
1827,12,80,0,0,0,20,1600,1900
1828,1,80,0,0,0,20,1600,1900
1828,2,80,0,0,0,20,1600,1900
1828,3,80,0,0,0,20,1600,1900
1828,4,80,0,0,0,20,1600,1900
1828,5,80,0,0,0,20,1600,1900
1828,6,80,0,0,0,20,1600,1900
1828,7,80,0,0,0,20,1600,1900
1828,8,80,0,0,0,20,1600,1900
1828,9,80,0,0,0,20,1600,1900
1828,10,80,0,0,0,20,1600,1900
1828,11,80,0,0,0,20,1600,1900
1828,12,80,0,0,0,20,1600,1900
